idClient;Full_name;Place_of_residence;Place_of_work;Date_of_Birth
1764;Юрий Юдин;Домодедово, Пролетарская ул., д.62;Владивосток, Энергетиков ул., д.34;1996-05-13
1765;Сергей Хохлов;Псков, Ленина ул., д.66;Рязань, Цветочная ул., д.71;1995-06-26
1766;Никита Дроздов;Кисловодск, Западный пер., д.40;Нальчик, Красная ул., д.42;1994-09-27
1767;Антон Крылов;Новый Уренгой, Зеленый пер., д.77;Альметьевск, Пионерская ул., д.19;2000-12-15
1768;Артём Фадеев;Чебоксары, Кирова ул., д.95;Иркутск, Заречная ул., д.69;1999-12-02
1769;Руслан Емельянов;Нижневартовск, Весенняя ул., д.82;Йошкар-Ола, Суворова ул., д.5;1993-06-29
1770;Кирилл Елисеев;Северодвинск, Партизанская ул., д.88;Балашиха, Коммунальная ул., д.39;1999-06-12
1771;Руслан Алексеев;Махачкала, Озерная ул., д.79;Симферополь, Совхозная ул., д.38;1993-05-20
1772;Роман Харитонов;Кострома, Больничная ул., д.91;Майкоп, Космонавтов ул., д.56;1994-10-04
1773;Евгений Горшков;Энгельс, Пионерская ул., д.7;Вологда, Нижняя ул., д.25;1996-05-17
1774;Юрий Оспанов;Подольск, Зеленая ул., д.73;Подольск, Зеленый пер., д.60;1998-05-03
1775;Михаил Титов;Кисловодск, Титова ул., д.23;Прокопьевск, Профсоюзная ул., д.49;1998-10-28
1776;Андрей Волков;Симферополь, Дальняя ул., д.84;Казань, Цветочная ул., д.80;1996-10-29
1777;Дмитрий Софронов;Керчь, Механизаторов ул., д.99;Домодедово, Тургенева ул., д.21;1992-09-26
1778;Евгений Лебедев;Екатеринбург, Уральская ул., д.1;Сыктывкар, Свободы ул., д.15;1993-04-17
1779;Артур Ковалев;Елец, Фурманова ул., д.13;Уфа, Транспортная ул., д.42;1998-08-01
1780;Руслан Ершов;Ачинск, Кольцевая ул., д.18;Нижний Новгород, Декабристов ул., д.99;1991-05-28
1781;Игорь Яковлев;Армавир, Котовского ул., д.52;Королёв, Московская ул., д.16;1997-03-09
1782;Павел Крюков;Нижневартовск, Красноармейская ул., д.4;Муром, Целинная ул., д.50;1996-03-03
1783;Егор Гришин;Хабаровск, Парковая ул., д.15;Калуга, Майская ул., д.89;1999-01-11
1784;Семен Тихонов;Дзержинск, Пролетарская ул., д.38;Пенза, Дружбы ул., д.80;1998-07-30
1785;Николай Лазарев;Кисловодск, Чайковского ул., д.25;Артем, Чехова ул., д.2;1996-11-19
1786;Тимофей Дмитриев;Великий Новгород, Котовского ул., д.6;Кемерово, Дружбы ул., д.47;1991-03-03
1787;Макар Васильев;Краснодар, Пролетарская ул., д.8;Октябрьский, Гоголя ул., д.93;1990-07-06
1788;Евгений Савельев;Дербент, Орджоникидзе ул., д.21;Чебоксары, Светлая ул., д.59;1998-06-27
1789;Никита Марков;Камышин, Березовая ул., д.15;Грозный, Дзержинского ул., д.86;1999-11-07
1790;Константин Егоров;Красноярск, Чехова ул., д.3;Пенза, Чапаева ул., д.50;1998-12-04
1791;Ярослав Богомолов;Смоленск, Тургенева ул., д.63;Нижний Тагил, Совхозная ул., д.47;1997-01-10
1792;Макар Никитин;Новошахтинск, Российская ул., д.18;Ессентуки, Чапаева ул., д.26;1991-04-25
1793;Лев Воробьев;Белгород, Тельмана ул., д.52;Норильск, Тихая ул., д.80;1997-12-29
1794;Андрей Тихомиров;Батайск, Школьный пер., д.76;Каспийск, Гоголя ул., д.7;2000-05-24
1795;Вячеслав Родионов;Муром, Березовая ул., д.53;Тольятти, Сиреневая ул., д.34;1996-08-30
1796;Захар Смирнов;Домодедово, Тимирязева ул., д.32;Южно-Сахалинск, Фрунзе ул., д.39;1993-12-30
1797;Макар Савин;Пушкино, Ключевая ул., д.12;Севастополь, Интернациональная ул., д.97;1998-12-02
1798;Тимофей Ковалев;Чебоксары, Солнечная ул., д.30;Москва, Родниковая ул., д.50;1995-06-15
1799;Артём Чернышев;Пермь, Строительная ул., д.76;Севастополь, Промышленная ул., д.37;1998-10-01
1800;Виктор Андреев;Октябрьский, Горная ул., д.13;Брянск, Энгельса ул., д.60;1995-09-25
1801;Руслан Прохоров;Кемерово, Ворошилова ул., д.60;Бердск, Молодежная ул., д.85;1994-06-23
1802;Марк Киселев;Москва, Солнечный пер., д.49;Иваново, Садовая ул., д.90;1998-03-27
1803;Вадим Симонов;Кисловодск, Пионерская ул., д.12;Подольск, Горького ул., д.88;1991-10-15
1804;Савелий Акимов;Пятигорск, Котовского ул., д.82;Батайск, Березовая ул., д.13;1993-03-16
1805;Степан Фролов;Белгород, Подгорная ул., д.19;Нальчик, Комсомольская ул., д.81;1998-01-18
1806;Вадим Антонов;Томск, Крупской ул., д.87;Батайск, Звездная ул., д.42;1991-04-13
1807;Андрей Филатов;Щёлково, Чапаева ул., д.3;Москва, Больничный пер., д.32;1993-02-12
1808;Мирон Миронов;Чита, Уральская ул., д.85;Бийск, Котовского ул., д.69;1995-07-29
1809;Тимур Миронов;Елец, Котовского ул., д.60;Новосибирск, Октябрьский пер., д.89;1996-08-10
1810;Захар Фокин;Ставрополь, Солнечный пер., д.76;Златоуст, Солнечный пер., д.72;1992-05-11
1811;Мирон Романов;Салават, Линейная ул., д.60;Нижний Новгород, Орджоникидзе ул., д.16;1991-05-09
1812;Никита Ковалев;Бийск, Декабристов ул., д.58;Копейск, Заречная ул., д.64;1999-03-13
1813;Константин Прокофьев;Сергиев Посад, Молодежная ул., д.21;Ногинск, КМаркса ул., д.89;1993-07-04
1814;Владимир Миронов;Домодедово, Мостовая ул., д.63;Петропавловск-Камчатский, Мирная ул., д.70;1992-02-09
1815;Захар Моисеев;Владикавказ, Крупской ул., д.91;Находка, Песчаная ул., д.13;1990-07-15
1816;Евгений Ахметов;Тамбов, Сибирская ул., д.29;Домодедово, Крупской ул., д.27;1998-02-16
1817;Денис Литвинов;Подольск, Магистральная ул., д.46;Ногинск, Набережная ул., д.61;1999-01-09
1818;Максим Гусев;Ставрополь, Кирпичная ул., д.70;Йошкар-Ола, Чапаева ул., д.52;1993-05-14
1819;Виктор Еремин;Альметьевск, Герцена ул., д.52;Комсомольск-на-Амуре, Московская ул., д.57;1991-01-26
1820;Денис Комаров;Калуга, Коммунальная ул., д.42;Великий Новгород, Кубанская ул., д.43;1997-05-06
1821;Михаил Кудрявцев;Назрань, Зеленый пер., д.57;Невинномысск, Дружбы ул., д.45;1990-09-02
1822;Семен Балашов;Энгельс, Станционная ул., д.84;Пенза, Фестивальная ул., д.78;1998-04-21
1823;Павел Лукьянов;Таганрог, Космонавтов ул., д.33;Таганрог, Станционная ул., д.17;1995-05-23
1824;Марк Никифоров;Кызыл, Фурманова ул., д.9;Химки, Мостовая ул., д.43;1995-09-25
1825;Даниил Крылов;Санкт-Петербург, Цветочная ул., д.44;Красноярск, Толстого ул., д.15;1997-03-21
1826;Константин Филатов;Березники, Ворошилова ул., д.62;Кисловодск, Садовая ул., д.7;1998-04-09
1827;Степан Кузнецов;Петрозаводск, Интернациональная ул., д.57;Жуковский, Горького ул., д.84;1994-05-19
1828;Никита Карпов;Грозный, Зеленая ул., д.73;Балаково, Станционная ул., д.12;1993-10-26
1829;Семен Зайцев;Вологда, Пушкина ул., д.80;Люберцы, Заводской пер., д.89;1998-07-10
1830;Матвей Ефремов;Улан-Удэ, Целинная ул., д.70;Первоуральск, Народная ул., д.63;1999-05-31
1831;Олег Митрофанов;Казань, Революционная ул., д.15;Артем, 1-Мая ул., д.92;2000-07-20
1832;Никита Ушаков;Энгельс, Мирная ул., д.20;Южно-Сахалинск, Новоселов ул., д.22;1993-04-07
1833;Владимир Гончаров;Кострома, Трудовая ул., д.65;Салават, Шоссейная ул., д.58;1993-01-16
1834;Константин Кириллов;Батайск, Советский пер., д.44;Черкесск, Дзержинского ул., д.40;1996-01-08
1835;Кирилл Архипов;Абакан, Энергетиков ул., д.16;Кисловодск, Овражная ул., д.55;1995-12-18
1836;Роман Беляев;Волгоград, Свободы ул., д.89;Уссурийск, Гоголя ул., д.98;1999-02-02
1837;Макар Чернов;Кызыл, Дачная ул., д.94;Новокуйбышевск, Сосновая ул., д.37;1991-03-01
1838;Даниил Денисов;Севастополь, Звездная ул., д.75;Ангарск, Кутузова ул., д.23;1990-08-26
1839;Марк Егоров;Муром, Чайковского ул., д.69;Майкоп, Заречная ул., д.41;1992-11-19
1840;Павел Логинов;Элиста, Котовского ул., д.33;Энгельс, Восточная ул., д.3;1991-08-29
1841;Антон Власов;Пермь, Котовского ул., д.50;Ижевск, Гражданская ул., д.47;2000-03-18
1842;Денис Громов;Домодедово, Свободы ул., д.22;Комсомольск-на-Амуре, Терешковой ул., д.33;1994-12-22
1843;Мирон Аксенов;Великий Новгород, Комарова ул., д.90;Барнаул, Ворошилова ул., д.59;1998-03-24
1844;Максим Виноградов;Элиста, Лазо ул., д.81;Рыбинск, Заводской пер., д.44;2000-06-02
1845;Вячеслав Комаров;Волгоград, Чапаева ул., д.17;Калининград, Дорожная ул., д.21;1990-04-17
1846;Никита Тимофеев;Златоуст, Рабочая ул., д.45;Октябрьский, Станционная ул., д.7;2000-05-25
1847;Степан Мартынов;Набережные Челны, Калинина ул., д.25;Нефтеюганск, Мостовая ул., д.77;1991-09-21
1848;Константин Емельянов;Димитровград, Пионерская ул., д.46;Сыктывкар, Широкая ул., д.15;1993-05-21
1849;Артём Балашов;Братск, Северный пер., д.25;Новокуйбышевск, Северная ул., д.31;1994-10-18
1850;Марк Рыбаков;Нижнекамск, Рабочая ул., д.68;Пятигорск, Комарова ул., д.90;1995-06-01
1851;Арсений Яковлев;Прокопьевск, Новый пер., д.12;Брянск, Социалистическая ул., д.67;1994-10-28
1852;Руслан Емельянов;Златоуст, Строителей ул., д.40;Копейск, Советская ул., д.54;2000-05-15
1853;Дмитрий Соколов;Дербент, Ватутина ул., д.18;Альметьевск, Железнодорожная ул., д.44;1993-09-22
1854;Вячеслав Павлов;Пятигорск, Юбилейная ул., д.64;Пенза, Сиреневая ул., д.65;1996-09-19
1855;Мирон Воронин;Северск, Ворошилова ул., д.55;Тюмень, Гражданская ул., д.68;1999-05-24
1856;Елисей Демидов;Нижневартовск, Дачная ул., д.31;Черкесск, Садовая ул., д.28;1996-12-21
1857;Константин Леонов;Москва, Трактовая ул., д.46;Красногорск, Кубанская ул., д.4;1997-09-22
1858;Виктор Прокофьев;Псков, Маяковского ул., д.67;Курск, Чапаева ул., д.96;1995-01-20
1859;Павел Платонов;Златоуст, Орджоникидзе ул., д.34;Магнитогорск, Западный пер., д.84;1998-02-15
1860;Вадим Леонтьев;Самара, Сосновая ул., д.10;Владикавказ, Звездная ул., д.48;2000-04-21
1861;Никита Белов;Балашиха, Южный пер., д.80;Магнитогорск, Почтовый пер., д.31;1991-11-21
1862;Захар Воробьев;Великий Новгород, Октябрьская ул., д.7;Смоленск, Крестьянская ул., д.3;1991-11-03
1863;Матвей Казаков;Смоленск, Пугачева ул., д.28;Краснодар, Кооперативная ул., д.93;1995-09-17
1864;Евгений Семенов;Тула, Профсоюзная ул., д.89;Пятигорск, Рабочий пер., д.99;1991-06-28
1865;Николай Никулин;Пермь, Чкалова ул., д.57;Ижевск, Энтузиастов ул., д.57;1992-04-17
1866;Марк Захаров;Сочи, Цветочная ул., д.68;Щёлково, Космонавтов ул., д.60;1994-07-08
1867;Андрей Кузнецов;Дербент, Первомайская ул., д.77;Магнитогорск, Уральская ул., д.98;2000-10-02
1868;Алексей Устинов;Новокуйбышевск, Чехова ул., д.34;Химки, Первомайский пер., д.10;1994-11-17
1869;Захар Кондратьев;Королёв, Строителей ул., д.42;Артем, Привокзальная ул., д.76;1995-04-24
1870;Дмитрий Леонов;Таганрог, Ломоносова ул., д.83;Ачинск, Толстого ул., д.23;1992-08-30
1871;Савелий Калинин;Северодвинск, Лазо ул., д.57;Барнаул, Кутузова ул., д.87;1998-06-18
1872;Макар Колесников;Балашиха, Маяковского ул., д.98;Златоуст, Дружбы ул., д.27;1995-01-19
1873;Владимир Иванов;Новошахтинск, Гаражная ул., д.29;Коломна, Комсомольская ул., д.27;1995-08-24
1874;Вадим Кузьмин;Москва, Победы ул., д.35;Димитровград, Энергетиков ул., д.69;1991-11-08
1875;Александр Макаров;Златоуст, Октябрьский пер., д.85;Астрахань, Есенина ул., д.30;1992-01-21
1876;Арсений Васильев;Альметьевск, Мирная ул., д.10;Камышин, Базарная ул., д.36;1999-07-16
1877;Елисей Дмитриев;Нижний Тагил, Лермонтова ул., д.49;Смоленск, Некрасова ул., д.94;1996-02-19
1878;Дмитрий Карпов;Северодвинск, Космонавтов ул., д.97;Волгоград, Уральская ул., д.80;1995-04-07
1879;Макар Ковалев;Оренбург, Буденного ул., д.51;Екатеринбург, Орджоникидзе ул., д.93;1991-12-08
1880;Глеб Власов;Новомосковск, Чапаева ул., д.61;Черкесск, Гоголя ул., д.93;1994-04-27
1881;Егор Богомолов;Каспийск, Солнечный пер., д.20;Благовещенск, Молодежный пер., д.43;1998-04-18
1882;Максим Николаев;Шахты, Комсомольский пер., д.94;Евпатория, Сиреневая ул., д.35;1999-01-14
1883;Иван Бородин;Кызыл, Таежная ул., д.71;Кемерово, Октябрьский пер., д.82;1996-08-11
1884;Артём Быков;Ставрополь, Свободы ул., д.36;Арзамас, Зеленая ул., д.89;1990-01-15
1885;Захар Белов;Волгоград, Сибирская ул., д.6;Красноярск, Речной пер., д.69;1995-08-13
1886;Кирилл Кузнецов;Смоленск, Горная ул., д.88;Миасс, Новоселов ул., д.34;1990-05-22
1887;Тимофей Горбунов;Белгород, Восточная ул., д.65;Мытищи, Лесная ул., д.12;1998-05-21
1888;Иван Оспанов;Каменск - Уральский, Пролетарская ул., д.57;Златоуст, Пионерская ул., д.28;1994-01-03
1889;Антон Калиев;Ульяновск, Маяковского ул., д.18;Киров, Луговая ул., д.82;1991-08-11
1890;Евгений Кудрявцев;Балаково, Почтовый пер., д.87;Иваново, Кольцевая ул., д.48;1992-06-18
1891;Даниил Сергеев;Салават, Уральская ул., д.68;Новосибирск, Кольцевая ул., д.91;1991-09-30
1892;Юрий Плотников;Набережные Челны, Карла Маркса ул., д.61;Набережные Челны, Матросова ул., д.45;1995-12-04
1893;Иван Герасимов;Раменское, Кирова ул., д.24;Волжский, Космонавтов ул., д.8;1998-08-10
1894;Виктор Герасимов;Батайск, Лесной пер., д.85;Барнаул, Фрунзе ул., д.91;1990-12-14
1895;Денис Симонов;Петропавловск-Камчатский, Гаражная ул., д.50;Москва, Пугачева ул., д.51;1995-07-25
1896;Марк Ильин;Каспийск, Пионерский пер., д.93;Кострома, Фрунзе ул., д.41;2000-05-15
1897;Арсений Никулин;Ноябрьск, Линейная ул., д.94;Раменское, перечень улиц России., д.17;1995-04-25
1898;Данил Степанов;Абакан, Лесная ул., д.20;Калининград, Октябрьский пер., д.23;1995-06-11
1899;Юрий Богданов;Новороссийск, Ленинградская ул., д.79;Одинцово, Кооперативная ул., д.76;1990-01-02
1900;Олег Игнатьев;Муром, Северный пер., д.37;Химки, Новый пер., д.43;1996-01-15
1901;Денис Егоров;Пятигорск, Крылова ул., д.72;Орск, Береговая ул., д.83;1997-02-01
1902;Виктор Смирнов;Йошкар-Ола, Народная ул., д.59;Люберцы, Мира ул., д.64;1993-07-17
1903;Виктор Софронов;Бийск, Речная ул., д.98;Братск, Луначарского ул., д.79;1999-03-15
1904;Денис Садыков;Ульяновск, Озерная ул., д.54;Златоуст, Западный пер., д.87;1993-09-19
1905;Иван Горбунов;Брянск, Мостовая ул., д.57;Нальчик, Октябрьская ул., д.62;1996-12-31
1906;Евгений Исмаилов;Артем, Фестивальная ул., д.12;Новочебоксарск, Ворошилова ул., д.53;1995-09-20
1907;Денис Юдин;Саратов, Ватутина ул., д.30;Волгоград, Звездная ул., д.88;2000-09-03
1908;Кирилл Дроздов;Хабаровск, Восточная ул., д.65;Серпухов, Кооперативная ул., д.37;1990-01-09
1909;Данил Прокофьев;Артем, Свердлова ул., д.29;Петрозаводск, Лазо ул., д.93;1997-08-18
1910;Алексей Исаев;Подольск, Механизаторов ул., д.65;Кисловодск, Южный пер., д.15;1994-12-04
1911;Марк Власов;Каспийск, Калинина ул., д.4;Березники, Механизаторов ул., д.69;1991-07-08
1912;Захар Акимов;Новокузнецк, Пионерская ул., д.47;Южно-Сахалинск, Белинского ул., д.10;1999-11-23
1913;Мирон Александров;Грозный, Спортивный пер., д.90;Пенза, Партизанская ул., д.33;1990-08-12
1914;Елисей Трофимов;Комсомольск-на-Амуре, Куйбышева ул., д.46;Красноярск, Заречная ул., д.58;1994-12-13
1915;Михаил Алиев;Петропавловск-Камчатский, Дзержинского ул., д.14;Сергиев Посад, Линейная ул., д.63;1991-04-14
1916;Павел Ильин;Армавир, Карла Маркса ул., д.52;Энгельс, Космонавтов ул., д.45;1992-10-24
1917;Иван Миронов;Москва, Есенина ул., д.30;Красноярск, Верхняя ул., д.5;1993-12-05
1918;Вадим Дроздов;Иркутск, Толстого ул., д.3;Барнаул, Набережная ул., д.5;1997-07-12
1919;Вячеслав Афанасьев;Липецк, Березовая ул., д.98;Пенза, Промышленная ул., д.55;1992-09-14
1920;Вячеслав Потапов;Новороссийск, Марта ул., д.59;Коломна, Титова ул., д.88;1996-10-19
1921;Макар Кузнецов;Калининград, Механизаторов ул., д.17;Барнаул, Озерная ул., д.84;1992-12-16
1922;Никита Романов;Екатеринбург, Береговая ул., д.20;Октябрьский, Строителей ул., д.33;1992-03-19
1923;Данил Ковалев;Мытищи, Марта ул., д.44;Санкт-Петербург, Парковая ул., д.66;1992-01-30
1924;Тимур Фомин;Чита, Пугачева ул., д.51;Курск, Сосновая ул., д.99;1996-02-22
1925;Денис Ермаков;Златоуст, Шевченко ул., д.18;Сергиев Посад, Фурманова ул., д.2;1994-04-12
1926;Никита Воробьев;Батайск, Мира ул., д.55;Южно-Сахалинск, Новая ул., д.51;1992-12-18
1927;Илья Блинов;Кострома, Рабочий пер., д.16;Омск, Колхозная ул., д.74;2000-06-15
1928;Александр Исаев;Орск, Спортивный пер., д.5;Нижневартовск, Школьный пер., д.93;1996-11-18
1929;Николай Литвинов;Димитровград, Вокзальная ул., д.39;Норильск, Чкалова ул., д.71;1994-03-15
1930;Арсений Демидов;Челябинск, Ленинградская ул., д.96;Красноярск, Мостовая ул., д.99;2000-07-08
1931;Тимофей Акимов;Северодвинск, Тимирязева ул., д.8;Ростов-на-Дону, Цветочная ул., д.49;1991-07-23
1932;Лев Марков;Брянск, Чайковского ул., д.21;Муром, Лесной пер., д.95;1996-01-17
1933;Михаил Алексеев;Копейск, Красная ул., д.93;Коломна, Полевая ул., д.43;1994-02-01
1934;Матвей Николаев;Артем, Мирная ул., д.49;Евпатория, Речной пер., д.70;2000-07-02
1935;Евгений Сорокин;Чита, Энгельса ул., д.31;Киров, Дальняя ул., д.26;1995-06-10
1936;Кирилл Савельев;Балаково, Луначарского ул., д.71;Ставрополь, Победы ул., д.34;1997-08-18
1937;Владимир Тимофеев;Пермь, Интернациональная ул., д.92;Ессентуки, Железнодорожная ул., д.89;1996-05-15
1938;Павел Карпов;Пушкино, Кубанская ул., д.49;Улан-Удэ, Сосновая ул., д.57;1997-04-15
1939;Никита Гришин;Сергиев Посад, Матросова ул., д.9;Волгодонск, Чкалова ул., д.94;1996-12-08
1940;Захар Козлов;Дербент, Гражданская ул., д.70;Дзержинск, Чкалова ул., д.44;1998-05-06
1941;Марк Искаков;Подольск, Партизанская ул., д.65;Балаково, Пушкина ул., д.5;1992-05-16
1942;Вадим Дроздов;Нефтекамск, Ленина ул., д.97;Череповец, Набережная ул., д.30;1995-08-06
1943;Александр Ахметов;Ачинск, Народная ул., д.16;Рязань, Береговая ул., д.17;1990-10-23
1944;Данил Панов;Новосибирск, Гаражная ул., д.75;Нижнекамск, Пролетарская ул., д.10;1998-01-30
1945;Тимур Ларин;Евпатория, Островского ул., д.96;Абакан, Широкая ул., д.35;1996-11-04
1946;Денис Максимов;Абакан, Дальняя ул., д.20;Саратов, Володарского ул., д.31;1995-11-14
1947;Кирилл Ершов;Елец, Буденного ул., д.24;Братск, Солнечный пер., д.68;1995-09-05
1948;Юрий Степанов;Владивосток, Солнечная ул., д.10;Северодвинск, Светлая ул., д.19;1991-03-02
1949;Роман Ермаков;Жуковский, Красноармейская ул., д.99;Новочебоксарск, Луначарского ул., д.34;1997-04-05
1950;Елисей Садыков;Новочебоксарск, Шоссейная ул., д.54;Арзамас, Почтовая ул., д.1;1992-05-13
1951;Виктор Терентьев;Калининград, Октябрьский пер., д.87;Смоленск, Комарова ул., д.8;1993-09-13
1952;Максим Никифоров;Нефтеюганск, Фрунзе ул., д.10;Новомосковск, Энтузиастов ул., д.56;1993-04-29
1953;Владимир Корнеев;Махачкала, Ломоносова ул., д.4;Казань, Толстого ул., д.45;1993-11-14
1954;Данил Серов;Пермь, Лесная ул., д.62;Ессентуки, Озерная ул., д.24;1996-01-11
1955;Глеб Богданов;Кострома, Цветочная ул., д.47;Волгоград, Ленинградская ул., д.68;1993-12-22
1956;Тимофей Терентьев;Северск, Мирная ул., д.1;Майкоп, Маяковского ул., д.9;1994-06-07
1957;Константин Поляков;Камышин, Почтовый пер., д.72;Рязань, Линейная ул., д.99;1998-06-28
1958;Михаил Морозов;Улан-Удэ, Вишневая ул., д.61;Набережные Челны, Майская ул., д.4;1994-02-06
1959;Елисей Медведев;Мурманск, Суворова ул., д.58;Псков, Комарова ул., д.72;1999-09-26
1960;Дмитрий Искаков;Ростов-на-Дону, Дальняя ул., д.93;Йошкар-Ола, Шоссейная ул., д.3;1990-12-28
1961;Захар Елисеев;Электросталь, Коммунистическая ул., д.47;Новый Уренгой, Целинная ул., д.54;1992-01-20
1962;Ярослав Миронов;Ковров, Светлая ул., д.92;Севастополь, Звездная ул., д.62;2000-06-17
1963;Егор Виноградов;Владикавказ, Садовый пер., д.46;Челябинск, Гайдара ул., д.76;2000-04-03
1964;Матвей Прохоров;Норильск, Вокзальная ул., д.8;Ессентуки, Широкая ул., д.65;1999-05-12
1965;Артур Калашников;Обнинск, Вишневая ул., д.15;Пятигорск, Терешковой ул., д.39;1994-11-26
1966;Арсений Иванов;Керчь, Урицкого ул., д.1;Грозный, Чапаева ул., д.61;1998-10-07
1967;Иван Дмитриев;Дзержинск, Широкая ул., д.85;Абакан, Чкалова ул., д.38;1998-07-11
1968;Николай Богомолов;Мытищи, Российская ул., д.22;Томск, Титова ул., д.12;1994-10-04
1969;Артём Гришин;Саратов, Почтовый пер., д.95;Березники, Ворошилова ул., д.42;1996-11-05
1970;Даниил Чернов;Барнаул, Коммунальная ул., д.45;Набережные Челны, Гражданская ул., д.53;1998-04-12
1971;Лев Лебедев;Курган, Горная ул., д.7;Березники, Дачная ул., д.7;1997-09-05
1972;Виктор Евдокимов;Рязань, Гаражная ул., д.45;Нижний Тагил, Коммунистическая ул., д.54;1995-12-20
1973;Данил Данилов;Элиста, Полевая ул., д.66;Раменское, Маяковского ул., д.11;1999-12-14
1974;Артём Васильев;Нижневартовск, Ватутина ул., д.40;Череповец, Майская ул., д.49;1993-07-02
1975;Ярослав Данилов;Артем, Тихий пер., д.23;Черкесск, Титова ул., д.42;1990-02-27
1976;Андрей Емельянов;Ставрополь, КМаркса ул., д.18;Иваново, Мира ул., д.40;1998-11-07
1977;Никита Щербаков;Севастополь, Транспортная ул., д.97;Орёл, Песчаная ул., д.83;1998-01-31
1978;Олег Воронин;Астрахань, Шоссейная ул., д.14;Элиста, Пионерская ул., д.26;1992-07-07
1979;Марк Никифоров;Ачинск, Победы ул., д.86;Волгодонск, 1-Мая ул., д.56;1993-08-22
1980;Егор Тимофеев;Владикавказ, Пионерская ул., д.31;Стерлитамак, Больничный пер., д.8;2000-07-24
1981;Андрей Макаров;Томск, Рабочий пер., д.25;Владимир, Светлая ул., д.43;1992-03-17
1982;Виталий Грачев;Челябинск, Ключевая ул., д.91;Березники, Кирова ул., д.43;1993-02-09
1983;Владимир Бирюков;Арзамас, Широкая ул., д.67;Симферополь, Тургенева ул., д.80;1990-09-17
1984;Виталий Савельев;Уссурийск, Фурманова ул., д.79;Нальчик, Студенческая ул., д.80;1993-07-19
1985;Степан Митрофанов;Одинцово, Больничный пер., д.38;Великий Новгород, Крупской ул., д.97;1997-06-09
1986;Максим Семенов;Арзамас, Пионерский пер., д.10;Дзержинск, Северная ул., д.91;1994-08-17
1987;Олег Малышев;Череповец, Советский пер., д.61;Саратов, Горная ул., д.56;1992-04-10
1988;Павел Митрофанов;Петрозаводск, Песчаная ул., д.32;Каспийск, Космонавтов ул., д.69;1995-04-05
1989;Михаил Акимов;Каспийск, Тимирязева ул., д.97;Барнаул, Луначарского ул., д.85;1997-11-02
1990;Андрей Ковалев;Батайск, Целинная ул., д.52;Новороссийск, Чехова ул., д.70;1990-07-30
1991;Лев Садыков;Саратов, Южная ул., д.14;Новый Уренгой, Карла Маркса ул., д.54;1993-09-29
1992;Лев Яковлев;Нальчик, Московская ул., д.32;Астрахань, Светлая ул., д.16;1992-08-30
1993;Марк Морозов;Курск, Ломоносова ул., д.80;Магнитогорск, Куйбышева ул., д.2;1991-12-15
1994;Макар Новиков;Новокуйбышевск, Строителей ул., д.8;Батайск, Куйбышева ул., д.82;1996-12-28
1995;Николай Федотов;Каспийск, Калинина ул., д.79;Энгельс, Степная ул., д.17;1999-12-11
1996;Виталий Симонов;Саранск, Мелиораторов ул., д.19;Невинномысск, Котовского ул., д.47;1999-06-16
1997;Тимофей Кириллов;Псков, 50 лет Победы ул., д.46;Мытищи, Механизаторов ул., д.56;1997-02-15
1998;Иван Ибраев;Якутск, Комсомольский пер., д.59;Ангарск, Школьная ул., д.60;1995-07-20
1999;Максим Бобров;Березники, Свердлова ул., д.99;Самара, Мелиораторов ул., д.24;1997-10-19
2000;Вячеслав Бородин;Уфа, Буденного ул., д.77;Саратов, Коммунистическая ул., д.67;1995-01-24
